Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
Consultant/AM/Manager - Deep Learning/NLP - Data Science,PYLON Management Consulting Private Limited,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,Good understanding of how to apply predictive and machine learning techniques like logi...,5-10 Yrs,_Data Science_NLP_Python_SQL_SVM_RNN_Azure_LSTM,https://www.naukri.com/job-listings-consultant-am-manager-deep-learning-nlp-data-science-pylon-management-consulting-private-limited-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-141122908564
Data Scientist - Team AI Science,CROPIN TECHNOLOGY SOLUTIONS,Bangalore/Bengaluru,Not disclosed,The team is looking for a Data Scientist who is passionate about solving problems in Sa...,3-6 Yrs,_Cloud computing_Prototype_Version control_Image processing_Machine learning_Principal_Remote sensing_Python,https://www.naukri.com/job-listings-data-scientist-team-ai-science-cropin-technology-solutions-pvt-ltd-bangalore-bengaluru-3-to-6-years-170922500272
Data Scientist | Bengaluru,Hindco Recruitment Consultants,"Magadi, Mysore/Mysuru, Bangalore/Bengaluru",Not disclosed,Proficient with querying relational databases,0-2 Yrs,_Data Scientist_Data Analytics_Decision Making_Data analysis_Business transformation_Cloud Services_Mathematics_Supply chain,https://www.naukri.com/job-listings-data-scientist-bengaluru-hindco-recruitment-consultants-magadi-mysore-mysuru-bangalore-bengaluru-0-to-2-years-021222009415
Senior Associate Director - Data Science - IIT/ IIM / NIT / XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors/ Masters degree in economics, mathematics, actuarial sciences, computer scien...",7-12 Yrs,_Data Science_analytics_Data analysis_Artificial Intelligence_Data Management_Hadoop_Data Modeling_Machine Learning,https://www.naukri.com/job-listings-senior-associate-director-data-science-iit-iim-nit-xlri-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-12-years-091122913601
Senior Vice President  - Data Science Team -  IIT/IIM/XLRI/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Senior Vice President - Analytics - Data Science Team - Insurance - IIT/IIM/XLRI/NITRol...,8-13 Yrs,_Insurance_HIVE_project management_team management_Hadoop_problem solving_Spark_Python,https://www.naukri.com/job-listings-senior-vice-president-data-science-team-iit-iim-xlri-nit-huquo-consulting-pvt-ltd-gurgaon-gurugram-8-to-13-years-011122908689
Data Science Trainer,D. M. Net Technologies,Ahmedabad,"3,00,000 - 6,00,000 PA.","Candidate has to provide the training on Python , Python Data Analytics , NumPy , Panda...",1-5 Yrs,_Data Science_Matplotlib_Python Data Analytics_Machine Learning_Python_NLP_Artificial Intelligence_Pandas,https://www.naukri.com/job-listings-data-science-trainer-d-m-net-technologies-ahmedabad-1-to-5-years-091122005461
"Python Data science Trainer- TGC Preet Vihar,  New Delhi",TGC,"New Delhi(Preet Vihar +1), Delhi / NCR",Not disclosed,1. Conduct Classroom and Online training sessions by providing practical use cases and ...,2-5 Yrs,_python_Machine Learning_Data Science_R language_Power Bi_Natural Language Processing_Neural Networks_Advanced Excel,https://www.naukri.com/job-listings-python-data-science-trainer-tgc-preet-vihar-new-delhi-total-graphics-classes-private-limited-new-delhi-delhi-ncr-2-to-5-years-090921006202
Data Science Lead / Manager with UK based eCommerce Company,Contrado,Ahmedabad,Not disclosed,See detailed JD : https://www.contrado.co.uk/data-science-manager -*-*-*-*-*-*-*-*-*-- ...,5-10 Yrs,_Machine Learning_SQL_Python_data analytics_Data Engineering_Power Bi_Artificial Intelligence_Tableau,https://www.naukri.com/job-listings-data-science-lead-manager-with-uk-based-ecommerce-company-contrado-imaging-india-pvt-ltd-ahmedabad-5-to-10-years-111122009336
Data Science Engineer,Consilium Software,New Delhi,Not disclosed,One should be familiar with regression practices Good communication skills,2-5 Yrs,_IT Skills_Java_Python_Data Science_Machine Learning_Data modeling_Artificial Intelligence_Data structures,https://www.naukri.com/job-listings-data-science-engineer-consilium-software-pvt-ltd-new-delhi-2-to-5-years-140922502324
Principal Engineer - Data Science,LogiNext,Mumbai,Not disclosed,Adapting and enhancing machine learning techniques based on physical intuition about th...,8-10 Yrs,_IT Skills_Java_Python_Testing_Machine Learning_Cloud computing_Data analysis_SAS,https://www.naukri.com/job-listings-principal-engineer-data-science-loginext-solutions-mumbai-8-to-10-years-140922502288
Data Science Engineer,Anicalls,Hyderabad/Secunderabad,Not disclosed,Education: Bachelors degree Candidate must have: Experience in data processing tools su...,5-10 Yrs,_cloudera_big data_SQL Server_Tableau_hadoop_HUE_XML_Talend,https://www.naukri.com/job-listings-data-science-engineer-anicalls-hyderabad-secunderabad-5-to-10-years-260322501088
Data Science Engineer,QiO,Pune,Not disclosed,Bachelor s Degree in an Engineering discipline is a must AI\ML\Analytics Certification ...,10-15 Yrs,_IT Skills_Data Science_Cloud_Big Data_Supply chain management_Networking_Artificial Intelligence_Machine learning,https://www.naukri.com/job-listings-data-science-engineer-qio-technologies-pune-10-to-15-years-250622500191
Software Engineer - Data Science,LogiNext,Mumbai,Not disclosed,"Bachelors degree or higher in Computer Science, Information Technology, Information Sys...",2-3 Yrs,_Python_Tableau_Excel_data mining_Java_Hadoop_communication_Analytical,https://www.naukri.com/job-listings-software-engineer-data-science-loginext-solutions-mumbai-2-to-3-years-140922502290
Data Science Engineer,Alliance Recruitment Agency,Pune,Not disclosed,"Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etcExperi...",2-10 Yrs,_Usage_Statistical analysis_data science_Focus_Machine learning_Data collection_Programming_Data mining,https://www.naukri.com/job-listings-data-science-engineer-alliance-recruitment-agency-pune-2-to-10-years-120922500967
Data Science Engineer,Alliance Recruitment Agency,Kolkata,Not disclosed,Consulting with internal clients on how data can be optimised with further data / analy...,5-10 Yrs,_Analytical_Consulting_Machine learning_Market research_Natural language processing_SPSS_Continuous improvement_Powerpoint,https://www.naukri.com/job-listings-data-science-engineer-alliance-recruitment-agency-kolkata-5-to-10-years-120922500966
Data Science Consultant,Kanta  Hr Executive  ,"Hyderabad/Secunderabad, Bangalore/Bengaluru","3,00,000 - 8,00,000 PA.","Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc Exper...",0-3 Yrs,_Data Science_Machine Learning_Deep Learning_MatLab_NumPy_R_testing_visualisation,https://www.naukri.com/job-listings-data-science-consultant-kanta-hr-executive-hyderabad-secunderabad-bangalore-bengaluru-0-to-3-years-061122001918
Trainee-freshers-Machine Learning & Data Science with Python,Aficionado Technologies Pvt Ltd,Bangalore/Bengaluru(BTM Layout),Not disclosed,Internship with Placement Trainees willing to make their career into DATA Scientist & M...,0-0 Yrs,_Machine Learning_Deep Learning_Python_PCA_LR kNN_LR_Numpy_DT&EL,https://www.naukri.com/job-listings-trainee-freshers-machine-learning-data-science-with-python-aficionado-technologies-pvt-ltd-bangalore-bengaluru-0-to-0-years-011122016976
Data Science Consultant - Part Time,Intechhub Solutions,Permanent Remote,Not disclosed,The ideal candidate should be proficient at using large data sets to find opportunities...,5-10 Yrs,_Pattern Recognition_Data Visualisation_data science_Artificial Intelligence_machine learning_deep learning_predictive modeling,https://www.naukri.com/job-listings-data-science-consultant-part-time-intechhub-solutions-salem-5-to-10-years-081122008367
Immediate Joiner || Data Science L1@  Noida/Gurgaon,Xceedance,"Hybrid - Noida, Faridabad, Gurgaon/Gurugram","9,50,000 - 13,00,000 PA.",Qualifications Engineering Graduate or MCAKey Requirement for the Position :Experienced...,2-5 Yrs,_Data Science_Python_SQL_VBA_IT Skills_.Net_nlp_computer vision,https://www.naukri.com/job-listings-immediate-joiner-data-science-l1-noida-gurgaon-xceedance-consulting-india-pvt-ltd-noida-faridabad-gurgaon-gurugram-2-to-5-years-101122011406
Cluster Manager - Data Science,Pharmaace Analytics,Pune,Not disclosed,Minimum 4 years of pharma / life science consulting job experience Graduate or Postgrad...,4-5 Yrs,_Logistic regression_Claims_Project management_Analytical_Pharma_Consulting_Life sciences_Data quality,https://www.naukri.com/job-listings-cluster-manager-data-science-pharmaace-pune-4-to-5-years-091122501009
"Assistant Manager, Data Science",GXO Logistics,Mumbai,Not disclosed,Strong technical and Management experience Bachelor s degree in Engineering 2 years of ...,2-12 Yrs,_GIS_data science_Hadoop_Supply chain solutions_Manager Technology_Management_Pentaho_Analytics,https://www.naukri.com/job-listings-assistant-manager-data-science-gxo-logistics-mumbai-2-to-12-years-091122500501
Data Science Faculty,Greycampus Edutech,Hyderabad/Secunderabad,Not disclosed,Any stream of graduationThe candidate must have extremely high standards with respect t...,2-3 Yrs,_Data Science_Power Bi_Python,https://www.naukri.com/job-listings-data-science-faculty-greycampus-edutech-pvt-ltd-hyderabad-secunderabad-2-to-3-years-111122007609
Data Science - Associate,Merilytics,Hybrid - Hyderabad/Secunderabad,Not disclosed,"4 years of experience in applying concepts in Data Science, Machine Learning, Algorithm...",2-6 Yrs,_data science_deep learning_nlp_neural networks_statistical modeling_Spark_machine learning_Random Forest,https://www.naukri.com/job-listings-data-science-associate-meritus-intelytics-private-limited-hyderabad-secunderabad-2-to-6-years-091122012329
Data Science- Manager,Merilytics,Hybrid - Hyderabad/Secunderabad(Kondapur +1),Not disclosed,"Should have 4-8 years of experience in applying concepts in Data Science, Machine Learn...",4-8 Yrs,_Data Science_Machine Learning_Predictive Modeling_NLP_Algorithms_spark_Advanced Analytics_Neural Networks,https://www.naukri.com/job-listings-data-science-manager-meritus-intelytics-private-limited-hyderabad-secunderabad-4-to-8-years-071022015643
Research Associate - Data Science,Recodeminds,Hyderabad/Secunderabad,Not disclosed,The ideal Data Science research associate would be expected to have a bachelor s / mast...,1-3 Yrs,_Computer science_E-learning_SAN_Data analysis_French_Analytical_Research Associate_Internship,https://www.naukri.com/job-listings-research-associate-data-science-recodeminds-pvt-ltd-hyderabad-secunderabad-1-to-3-years-300622501608
Associate Vice President - Data Science,LogiNext,Mumbai,Not disclosed,Adapting and enhancing machine learning techniques based on physical intuition about th...,11-14 Yrs,_Cloud computing_Data analysis_SAS_Data modeling_PHP_Perl_Apache_Data mining,https://www.naukri.com/job-listings-associate-vice-president-data-science-loginext-solutions-mumbai-11-to-14-years-230922500390
Data Science Professional,Extentia ,Pune,Not disclosed,Over 4 years of experience in Data Science Ability to gather domain specific knowledge ...,4-9 Yrs,_Deep Learning_PyTorch_Numpy_R_Scikit_Data Science_Theano_Matplotlib,https://www.naukri.com/job-listings-data-science-professional-extentia-information-technology-pune-4-to-9-years-281022502443
Data Science Manager,Seven Consultancy (HR Solution),Hyderabad/Secunderabad,Not disclosed,You should have an excellent grasp of core machine learning techniques and a product-fo...,5-8 Yrs,_Product management_Computer science_C++_Automation_SAS_Consulting_Machine learning_Ruby,https://www.naukri.com/job-listings-data-science-manager-seven-consultancy-hr-solution-hyderabad-secunderabad-5-to-8-years-280322501324
Data Science Manager,Seven Consultancy (HR Solution),Chennai,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,3-8 Yrs,_data science_Workflow management_OOPS_Machine learning_Infrastructure_Programming_Data structures_Apache,https://www.naukri.com/job-listings-data-science-manager-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501321
Assistant Professor of Data Science,KreaUniversity,Chennai,Not disclosed,The faculty member will be responsible for teaching Data Science and Information System...,1-4 Yrs,_Publishing_Executive_data science_Consultancy_Assistant Professor_Research_Supervision_Teaching,https://www.naukri.com/job-listings-assistant-professor-of-data-science-krea-chennai-1-to-4-years-270922502379
Data Science,Mindstix Software Labs,Pune,Not disclosed,"Develop Big data solutions for Fortune-500 customers Work on Big Data Ingestion, Pre-pr...",5-10 Yrs,_IT Skills_Machine Learning_Cloud_Big Data_Tableau_Azure_Microstrategy_SAN,https://www.naukri.com/job-listings-data-science-mindstix-software-labs-pvt-pune-5-to-10-years-190922500526
Data Science Manager,Digilytics,Gurgaon/Gurugram,Not disclosed,Understand the DigilyticsTM vision and create a data science capability development roa...,7-10 Yrs,_Django_Machine learning_HTML_HTTP_microsoft_Analytics_Financial services_SQL,https://www.naukri.com/job-listings-data-science-manager-digilytics-gurgaon-gurugram-7-to-10-years-140722501225
Data Science - Trainer,Prime Search,Gurgaon/Gurugram,Not disclosed,This role is best suited for: - Person with 3+ years experience of delivering data scie...,3-9 Yrs,_Training_deep learning_data science_Machine learning_data visualization_Business intelligence_Analytics_Python,https://www.naukri.com/job-listings-data-science-trainer-prime-search-gurgaon-gurugram-3-to-9-years-140622501981
Data Science & BI Lead,Talent Et Au-dela,"Mumbai, Pune",Not disclosed,Create a positive experience around change by Implementing and managing change plans in...,9-12 Yrs,_BI Lead_Data analysis_Change management_data science_Process improvement_Analytical_Business intelligence_Stakeholder management,https://www.naukri.com/job-listings-data-science-bi-lead-talent-et-au-dela-mumbai-pune-9-to-12-years-091122501923
Data Science,Xome,Chennai,Not disclosed,"Collaborate with stakeholders, business unit product owners, development teams to under...",4-9 Yrs,_Data analysis_tableau_data science_Diversity and Inclusion_Cloud_Relationship_Programming_Information technology,https://www.naukri.com/job-listings-data-science-xome-chennai-4-to-9-years-080922501631
Data Science,Mr Cooper,Chennai,Not disclosed,"Collaborate with stakeholders, business unit product owners, development teams to under...",4-9 Yrs,_Data analysis_tableau_data science_Diversity and Inclusion_Cloud_Relationship_Programming_Information technology,https://www.naukri.com/job-listings-data-science-mr-cooper-chennai-4-to-9-years-080922500758
Data Science Manager,Consilium Software,New Delhi,Not disclosed,You should be a team player with a keen eye for detail and problem-solving skillsOne sh...,4-7 Yrs,_software architecture_machine learning_Python_NLU_analysis_NLP_Java_data structures,https://www.naukri.com/job-listings-data-science-manager-consilium-software-pvt-ltd-new-delhi-4-to-7-years-060522500440
Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CarbyneTech India,Hyderabad/Secunderabad,Not disclosed,- Experience in research and development. Conference papers at reputed AI/ML platforms ...,4-8 Yrs,_Machine Learning_Data Science_Tensorflow_R_Artificial Intelligence_Scala_Time Series Forecasting_Big Data,https://www.naukri.com/job-listings-data-science-engineer-machine-deep-learning-models-r-python-scala-carbynetech-india-hyderabad-secunderabad-4-to-8-years-091122915753
Lead Data Science Engineer - Python/ Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Preferred - Knowledge of Insurance industry At least 2-year deep and hands-on experienc...,4-9 Yrs,_data science_Neural Networks_Python_NLP_Spark_Algorithm_Machine Learning_data engineering,https://www.naukri.com/job-listings-lead-data-science-engineer-python-neural-networks-huquo-consulting-pvt-ltd-gurgaon-gurugram-4-to-9-years-011122909104
Lead Data Science Engineer - Python/ Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Preferred - Knowledge of Insurance industry At least 2-year deep and hands-on experienc...,10-15 Yrs,_Data Science_NLP_Neural Networks_Spark_Algorithm_Machine Learning_Deep Learning_Python,https://www.naukri.com/job-listings-lead-data-science-engineer-python-neural-networks-huquo-consulting-pvt-ltd-gurgaon-gurugram-10-to-15-years-011122909024
Manager - Data Science - Insurance Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, computer science / engineering, o...",5-9 Yrs,_Power BI_SAS_problem solving_Tableau_SQL_communication skills,https://www.naukri.com/job-listings-manager-data-science-insurance-analytics-huquo-consulting-pvt-ltd-gurgaon-gurugram-5-to-9-years-091122913418
Delivery Head - Data Science & Business Intelligence Projects,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Experience in conceptualizing and building data extraction solutions for extracting dat...,15-25 Yrs,_Data Science_Business Intelligence_R_MATLAB_Python_Data Management_Data Visualization_SQL,https://www.naukri.com/job-listings-delivery-head-data-science-business-intelligence-projects-huquo-consulting-pvt-ltd-gurgaon-gurugram-15-to-25-years-011122907664
Associate Vice President - Data Science - KPO,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Role & Responsibilities Overview :- Expected to work in close collaboration with the Cl...,7-12 Yrs,_Data Science_Data analysis_data modeling_predictive modeling_model development_Python,https://www.naukri.com/job-listings-associate-vice-president-data-science-kpo-huquo-consulting-pvt-ltd-gurgaon-gurugram-7-to-12-years-071122904641
Data Science Manager,Sigma Allied Services private Limited   ,Hybrid - Kolkata,Not disclosed,Masters / Bachelor s degree in Computer Science or equivalent/ Statistics/ Data Science...,10-12 Yrs,_python_data science_machine learning_Computer Vision_Analytics Architecture_Deep Learning_IoT_Excel,https://www.naukri.com/job-listings-data-science-manager-sigma-allied-services-private-limited-kolkata-10-to-12-years-191022607538
Data Analyst - CRM Platform,Artech infosystem,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,Bachelors degree or equivalent 1-2 years experience in data analytics Prior programming...,1-6 Yrs,_CRM_analytical_data analytics_Salesforce_communication_Advanced SQL_Excel_SQL,https://www.naukri.com/job-listings-data-analyst-crm-platform-artech-infosystem-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-1-to-6-years-301122910473
Data Scientist,Deutsche Bank,Hybrid - Bangalore/Bengaluru,Not disclosed,Job Title: Data Scientist / Data Analyst - AVPLocation: Bangalore Role Description The ...,10-15 Yrs,_Six Sigma Black Belt_Data Analytics_SQL_Data Science_Celonis_Data Analysis_Data Mining_Python,https://www.naukri.com/job-listings-data-scientist-deutsche-bank-bangalore-bengaluru-10-to-15-years-281122001753
Intern – Computer Science/ Data Analyst,Pratham,Gurgaon/Gurugram,Not disclosed,"First year graduate or 3rd year undergraduate in Software / Electrical Engineering, Com...",0-1 Yrs,_Computer science_Electrical engineering_Data validation_Senior management_Analytical_Data collection_Internship_Recruitment,https://www.naukri.com/job-listings-intern-computer-science-data-analyst-pratham-edusys-pvt-ltd-gurgaon-gurugram-0-to-1-years-111022500594
MNC hiring For Data scientist/ Data science professional,LIVE CONNECTIONS PLACEMENTS PRIVATE LIMITED ,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","19,00,000 - 25,00,000 PA.","Masters degree required in Applied Mathematics, Computer Science/Informatics/Statistics...",10-12 Yrs,_Machine Learning_R Program_artificial intelligence_R Programming_natural language processing_IT Skills_Data Science,https://www.naukri.com/job-listings-mnc-hiring-for-data-scientist-data-science-professional-live-connections-placements-private-limited-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-mumbai-all-areas-10-to-12-years-091122006502
