product,author,rating_count,rating,price,product_url,description
Object-Oriented Python: Master OOP by Building Games and GUIs  ,Irv Kalb,74  ,4.8,29.99,https://www.amazon.com/Object-Oriented-Python-Master-Building-Games/dp/1718502060/ref=sr_1_13?keywords=python&qid=1669446449&sr=8-13,"Power up your Python with objectoriented programming and learn how to write powerful, efficient, and reusable code. ObjectOriented Python is an intuitive and thorough guide to mastering objectoriented programming from the ground up. Youll cover the basics of building classes and creating objects, and put theory into practice using the pygame package with clear examples that help visualize the objectoriented style. Youll explore the key concepts of objectoriented programming encapsulation, polymorphism, and inheritance and learn not just how to code with objects, but the absolute best practices for doing so. Finally, youll bring it all together by building a complex video game, complete with full animations and sounds. The book covers two fully functional Python code packages that will speed up development of graphical user interface GUI programs in Python. Read more"
The Big Book of Small Python Projects: 81 Easy Practice Programs  ,Al Sweigart,144  ,4.5,25.49,https://www.amazon.com/Big-Book-Small-Python-Programming/dp/1718501242/ref=sr_1_14?keywords=python&qid=1669446449&sr=8-14,"Bestselling author Al Sweigart shows you how to easily build over 80 fun programs with minimal code and maximum creativity. If youve mastered basic Python syntax and youre ready to start writing programs, youll find The Big Book of Small Python Projects both enlightening and fun. This collection of 81 Python projects will have you making digital art, games, animations, counting pro grams, and more right away. Once you see how the code works, youll practice recreating the programs and experiment by adding your own custom touches. These simple, textbased programs are 256 lines of code or less. And whether its a vintage screensaver, a snailracing game, a clickbait headline generator, or animated strands of DNA, each project is designed to be selfcontained so you can easily share it online. Youll create Hangman, Blackjack, and other games to play against your friends or the computer Simulations of a forest fire, a million dice rolls, and a Japanese abacus Animations like a virtual fish tank, a rotating cube, and a bouncing DVD logo screensaver A firstperson 3D maze game Encryption programs that use ciphers like ROT13 and Vigenre to conceal text If youre tired of standard stepbystep tutorials, youll love the learnbydoing approach of The Big Book of Small Python Projects . Its proof that good things come in small programs Read more"
Python 3: The Comprehensive Guide to Hands-On Python Programming  ,"Johannes Ernesti, Peter Kaiser",7  ,4.2,55.48,https://www.amazon.com/Python-Comprehensive-Guide-Hands-Programming/dp/149322302X/ref=sr_1_15?keywords=python&qid=1669446449&sr=8-15,"Ready to master Python? Learn to write effective code, whether youre a beginner or a professional programmer. Review core Python concepts, including functions, modularization, and object orientation and walk through the available data types. Then dive into more advanced topics, such as using Django and working with GUIs. With plenty of code examples throughout, this handson reference guide has everything you need to become proficient in Python The complete Python 3 handbook Learn basic Python principles and work with functions, methods, data types, and more Walk through GUIs, network programming, debugging, optimization, and other advanced topics Consult and download practical code examples Coding with Python Learn about Python syntax and structure. Follow examples to start developing and testing your own programs using downloadable code. The Standard Library Explore Pythons builtin library and see how it can be used for a variety of different tasks, from running your mathematical functions to debugging your code. Advanced Programming Techniques Already know the basics? Enhance your professional skills with more advanced concepts, including GUIs, Django, scientific computing, and connecting to other languages. Read more"
"Time Series Analysis with Python Cookbook: Practical recipes for exploratory data analysis, data preparation, forecasting, and model evaluation  ",Tarek A. Atwan,15  ,4.8,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0395205H9HMVI56EU2K&qualifier=1669446449&id=2808221409570664&widgetName=sp_mtf&url=%2FTime-Analysis-Python-Cookbook-exploratory%2Fdp%2F1801075549%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dpython%26qid%3D1669446449%26sr%3D8-17-spons%26psc%3D1,"Perform time series analysis and forecasting confidently with this Python code bank and reference manual Key Features Explore forecasting and anomaly detection techniques using statistical, machine learning, and deep learning algorithms Learn different techniques for evaluating, diagnosing, and optimizing your models Work with a variety of complex data with trends, multiple seasonal patterns, and irregularities Book Description Time series data is everywhere, available at a high frequency and volume. It is complex and can contain noise, irregularities, and multiple patterns, making it crucial to be wellversed with the techniques covered in this book for data preparation, analysis, and forecasting. This book covers practical techniques for working with time series data, starting with ingesting time series data from various sources and formats, whether in private cloud storage, relational databases, nonrelational databases, or specialized time series databases such as InfluxDB. Next, youll learn strategies for handling missing data, dealing with time zones and custom business days, and detecting anomalies using intuitive statistical methods, followed by more advanced unsupervised ML models. The book will also explore forecasting using classical statistical models such as HoltWinters, SARIMA, and VAR. The recipes will present practical techniques for handling nonstationary data, using power transforms, ACF and PACF plots, and decomposing time series data with multiple seasonal patterns. Later, youll work with ML and DL models using TensorFlow and PyTorch. Finally, youll learn how to evaluate, compare, optimize models, and more using the recipes covered in the book. What you will learn Understand what makes time series data different from other data Apply various imputation and interpolation strategies for missing data Implement different models for univariate and multivariate time series Use different deep learning libraries such as TensorFlow, Keras, and PyTorch Plot interactive time series visualizations using hvPlot Explore statespace models and the unobserved components model UCM Detect anomalies using statistical and machine learning methods Forecast complex time series with multiple seasonal patterns Who this book is for This book is for data analysts, business analysts, data scientists, data engineers, or Python developers who want practical Python recipes for time series analysis and forecasting techniques. Fundamental knowledge of Python programming is required. Although having a basic math and statistics background will be beneficial, it is not necessary. Prior experience working with time series data to solve business problems will also help you to better utilize and apply the different recipes in this book. Table of Contents Getting Started with Time Series Analysis Reading Time Series Data from Files Reading Time Series Data from Databases Persisting Time Series Data to Files Persisting Time Series Data to Databases Working with Date and Time in Python Handling Missing Data Outlier Detection Using Statistical Methods Exploratory Data Analysis and Diagnosis Building Univariate Time Series Models Using Statistical Methods Additional Statistical Modeling Techniques for Time Series Forecasting Using Supervised Machine Learning Deep Learning for Time Series Forecasting Outlier Detection Using Unsupervised Machine Learning Advanced Techniques for Complex Time Series Read more"
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming For Beginners -Python Programming For Intermediates -Python Programming for Advanced (Your place to learn Python with ease)  ,Maurice J. Thompson,"4,175  ",4.3,27.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0448966233L01UDEIC9K&qualifier=1669446449&id=2808221409570664&widgetName=sp_mtf&url=%2FPython-Manuscripts-Programming-Beginners-Intermediates%2Fdp%2F1980953902%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dpython%26qid%3D1669446449%26sr%3D8-18-spons%26psc%3D1,"This Python book Includes 3 Books Python Programming For Beginners Learn The Basics Of Python In 7 Days Python Programming For Intermediates Learn The Basics Of Python In 7 Days Python Programming For Advanced Learn The Basics Of Python In 7 Days Python Programming For Beginners Learn The Basics Of Python In 7 Days Heres what youll learn from this bookIntroduction Understanding Python A Detailed Background How Python Works Python Glossary How to Download and Install Python Python Programming 101 Interacting With Python in Different Ways How to Write Your First Python Program Variables, Strings, Lists, Tuples, Dictionaries About UserDefined Functions How to Write UserDefined Functions in Python About Coding Style Practice Projects The Python Projects for Your Practice Python Programming For Intermediates Learn The Basics Of Python In 7 Days Heres what youll learn from this book Shallow copy and deep copy Objects and classes in Pythonincluding python inheritance, multiple inheritances, and so on Recursion in Python Debugging and testing Fibonacci sequence definition and Memoization in Python in Python Arguments in Python Namespaces in Python and Python Modules Simple Python projects for Intermediates Python Programming For Advanced Learn The Basics Of Python In 7 Days Heres what youll learn from this bookFile managementPython IteratorPython GeneratorRegular Expressions Python ClosurePython PropertyPython Assert, andSimple recap projects Start Coding Now Read more"
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer  ,Aristides S Bouras,92  ,4.5,48.98,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07543753QJ0V20GWTU5W&qualifier=1669446449&id=2808221409570664&widgetName=sp_mtf&url=%2FPython-Algorithmic-Thinking-Complete-Beginner%2Fdp%2F1099184878%2Fref%3Dsr_1_19_sspa%3Fkeywords%3Dpython%26qid%3D1669446449%26sr%3D8-19-spons%26psc%3D1,"Thoroughly revised for the latest version of Python, this book explains basic concepts in a clear and explicit way that takes very seriously one thing for grantedthat the reader knows nothing about computer programming. Addressed to anyone who has no prior programming knowledge or experience, but a desire to learn programming with Python, it teaches the first thing that every novice programmer needs to learn, which is Algorithmic Thinking . lgorithmic Thinking involves more than just learning code. It is a problemsolving process that involves learning how to code. This edition contains all the popular features of the previous edition and adds a significant number of exercises, as well as extensive revisions and updates. Apart from Pythons lists, it now also covers dictionaries, while a brand new section provides an effective introduction to the next field that a programmer needs to work with, which is Object Oriented Programming OOP. This book has a class course structure with questions and exercises at the end of each chapter so you can test what you have learned right away and improve your comprehension. With 250 solved and 450 unsolved exercises, 475 truefalse, about 150 multiple choice, and 200 review questions and crosswords the solutions and the answers to which can be found on the Internet, this book is ideal for novices or average programmers, for selfstudy high school students firstyear college or university students teachers professors anyone who wants to start learning or teaching computer programming using the proper conventions and techniques Read more"
Python for Tweens and Teens - 2nd Edition (Black & White Version): Learn Computational and Algorithmic Thinking  ,Aristides Bouras,61  ,4.5,34.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08025913CQDQY5S1UX55&qualifier=1669446449&id=2808221409570664&widgetName=sp_mtf&url=%2FPython-Tweens-Teens-Computational-Algorithmic%2Fdp%2FB09TN818SR%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Dpython%26qid%3D1669446449%26sr%3D8-20-spons%26psc%3D1,"If you are wondering whether this book is going to teach you how to create amazing desktop or mobile applications, the answer is nothat is a job for other books. So many books out there can teach you those skills in Python, C, or Java, but all of them take one thing for grantedthat the reader knows some basics about computer programming. None of those books, unfortunately, bothers to teach you the first thing that a novice programmer needs to learn, which is Algorithmic Thinking. Algorithmic Thinking involves more than just learning code. It is a problemsolving process that involves learning how to code This book teaches computational and algorithmic thinking by taking very seriously one thing for grantedthat the reader knows absolutely nothing about computer programming This edition contains all the popular features of the previous edition, while two brand new chapters provide an effective introduction to files. This book has been written as a textbook, using a class course structure with questions and exercises at the end of each chapter so you can test what you have learned right away and improve your comprehension. With 360 illustrated pages, and more than 300 solved and unsolved exercises, around 300 truefalse, 100 multiple choice, and 100 review questions the solutions and the answers to which can be found on the Internet, this book is ideal for kids aged 12 and their parents students teachers anyone who wants to start learning or teaching computer programming using the proper conventions and techniques. Read more"
Python for Beginners: A Step-by-Step Guide to Learn Python from Zero in Just 5 Days: Includes Hands-on Projects and Exercises  ,"Clive Campbell, Austin R Stoler",17  ,3.8,0.0,https://www.amazon.com/Python-for-Beginners-audiobook/dp/B07Y2GTJ54/ref=sr_1_22?keywords=python&qid=1669446449&sr=8-22,"If you are afraid that audiobooks are not suitable to learn a programing language think twice. Python syntax is very similar to the spoken language normally used in everyday life and you will soon discover that learning how to program in Python is easy and fun Python for Beginners doesnt assume you have prior knowledge of Python or computer programming. You need no prior background in programming to benefit from this book. Instead, you will be guided stepbystep using a friendly language and easy to understand examples. As new commands, jargon, and concepts are mentioned, they are explained in a friendly language, making it easy for anyone to follow through. When it comes to learning a new language, where to start can be a big problem, especially when the language looks so vast. There can be so much information at your disposal until you get confused about where to start. Even worse, you begin the journey of learning and quickly discover that there are many commands, concepts, and many other things that arent explained. This kind of experience can leave you with a lot of questions than answers. But if you are a new beginner who is looking to get started in the world of programming, you need to learn a simple language that has an easytomaintain code. You need to master a programming language that can run on all platforms. A language that is reliable. And that is Python. Python will provide you with everything you want. This book will introduce you to fundamentals of Python programming so that at the end of it, you know the basics of the language and able to further your knowledge to become a fulltime Python developer. Here is what you will learn by reading Python for beginners What is Python? Why you should learn Python How to install Python on Mac, Windows, and Linux operating systems How to manipulate different data types, including tuples, lists, dictionaries, and Booleans Python variables What are Python control statements? How to define and use Python functions Eleven tips to learn Python And many more If you are up to entering into the exciting world of this futureoriented programming language, scroll up, click buy now , and start the journey to become a Python developer. PLEASE NOTE When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio. Read more"
Introducing Python: Modern Computing in Simple Packages  ,Bill Lubanovic,361  ,4.7,21.45,https://www.amazon.com/Introducing-Python-Modern-Computing-Packages/dp/1492051365/ref=sr_1_24?keywords=python&qid=1669446449&sr=8-24,"Easy to understand and fun to read, this updated edition of Introducing Python is ideal for beginning programmers as well as those new to the language. Author Bill Lubanovic takes you from the basics to more involved and varied topics, mixing tutorials with cookbookstyle code recipes to explain concepts in Python 3. Endofchapter exercises help you practice what youve learned. Youll gain a strong foundation in the language, including best practices for testing, debugging, code reuse, and other development tips. This book also shows you how to use Python for applications in business, science, and the arts, using various Python tools and open source packages. . Read more"
"Black Hat Python, 2nd Edition: Python Programming for Hackers and Pentesters  ","Justin Seitz, Tim Arnold",395  ,4.7,37.49,https://www.amazon.com/Black-Hat-Python-2nd-Programming/dp/1718501129/ref=sr_1_25?keywords=python&qid=1669446449&sr=8-25,"Fullyupdated for Python 3, the second edition of this worldwide bestseller over 100,000 copies sold explores the stealthier side of programming and brings you all new strategies for your hacking projects. When it comes to creating powerful and effective hacking tools, Python is the language of choice for most security analysts. In this second edition of the bestselling Black Hat Python , youll explore the darker side of Pythons capabilities everything from writing network sniffers, stealing email credentials, and bruteforcing directories to crafting mutation fuzzers, investigating virtual machines, and creating stealthy trojans. All of the code in this edition has been updated to Python 3. x . Youll also find new coverage of bit shifting, code hygiene, and offensive forensics with the Volatility Framework as well as expanded explanations of the Python libraries ctypes, struct, lxml, and BeautifulSoup, and offensive hacking strategies like splitting bytes, leveraging computer vision libraries, and scraping websites. Youll even learn how to Create a trojan commandandcontrol server using GitHub Detect sandboxing and automate common malware tasks like keylogging and screenshotting Extend the Burp Suite webhacking tool Escalate Windows privileges with creative process control Use offensive memory forensics tricks to retrieve password hashes and find vulnerabilities on a virtual machine Abuse Windows COM automation Exfiltrate data from a network undetected When it comes to offensive security, you need to be able to create powerful tools on the fly. Learn how with Black Hat Python . Read more"
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code  ,Al Sweigart,256  ,4.7,30.22,https://www.amazon.com/Python-Beyond-Basics-Al-Sweigart/dp/1593279663/ref=sr_1_26?keywords=python&qid=1669446449&sr=8-26,"BRIDGE THE GAP BETWEEN NOVICE AND PROFESSIONAL Youve completed a basic Python programming tutorial or finished Al Sweigarts bestseller, Automate the Boring Stuff with Python . Whats the next step toward becoming a capable, confident software developer? Welcome to Beyond the Basic Stuff with Python . More than a mere collection of advanced syntax and masterful tips for writing clean code, youll learn how to advance your Python programming skills by using the command line and other professional tools like code formatters, type checkers, linters, and version control. Sweigart takes you through best practices for setting up your development environment, naming variables, and improving readability, then tackles documentation, organization and performance measurement, as well as objectoriented design and the BigO algorithm analysis commonly used in coding interviews. The skills you learn will boost your ability to programnot just in Python but in any language. Youll learn Coding style, and how to use Pythons Black autoformatting tool for cleaner code Common sources of bugs, and how to detect them with static analyzers How to structure the files in your code projects with the Cookiecutter template tool Functional programming techniques like lambda and higherorder functions How to profile the speed of your code with Pythons builtin timeit and cProfile modules The computer science behind BigO algorithm analysis How to make your comments and docstrings informative, and how often to write them How to create classes in objectoriented programming, and why theyre used to organize code Toward the end of the book youll read a detailed sourcecode breakdown of two classic commandline games, the Tower of Hanoi a logic puzzle and FourinaRow a twoplayer tiledropping game, and a breakdown of how their code follows the books best practices. Youll test your skills by implementing the program yourself. Of course, no single book can make you a professional software developer. But Beyond the Basic Stuff with Python will get you further down that path and make you a better programmer, as you learn to write readable code thats easy to debug and perfectly Pythonic Requirements Covers Python 3.6 and higher Read more"
Python for Everybody: Exploring Data in Python 3  ,"Charles R. Severance, Aimee Andrion","2,551  ",4.6,0.99,https://www.amazon.com/Python-Everybody-Exploring-Data-ebook/dp/B01IA5VIFM/ref=sr_1_27?keywords=python&qid=1669446449&sr=8-27,"Python for Everybody is designed to introduce students to programming and software development through the lens of exploring data. You can think of the Python programming language as your tool to solve data problems that are beyond the capability of a spreadsheet. Python is an easy to use and easy to learn programming language that is freely available on Macintosh, Windows, or Linux computers. So once you learn Python you can use it for the rest of your career without needing to purchase any software. This book uses the Python 3 language. The earlier Python 2 version of this book is titled Python for Informatics Exploring Information. Read more"
Python for Beginners: 2 Books in 1: The Perfect Beginner's Guide to Learning How to Program with Python with a Crash Course + Workbook  ,"Programming Languages Academy, Matthew Kinsey",292  ,4.4,0.0,https://www.amazon.com/Python-Beginners-Perfect-Learning-Workbook/dp/B084VHN9M6/ref=sr_1_28?keywords=python&qid=1669446449&sr=8-28,"Would you like to start programming with Python from the scratch? This is definitely the easiest way you can find. What are you waiting for? Keep reading This box set includes two books Python Programming for Beginners The Ultimate Beginners Guide to Learning the Basics of Python in a Great Crash Course Full of Notions, Tips and Tricks Python Workbook Learn How to Quickly and Effectively Program with Exercises, Projects, and Solutions Have you always wanted to learn how to program? Have you always thought it was too difficult? Or did you think you didnt have enough basic skills? If so, keep reading... The Programming Languages Academy has created a targeted learning path within the reach of anyone who wants to start programming without having the appropriate skills. In Python Programming for Beginners The Ultimate Beginners Guide to Learning the Basics of Python in a Great Crash Course Full of Notions, Tips and Tricks , you will find a real stepbystep path that will take you from zero to 100 percent mastery in a few days Once you start listening, you will appreciate the simple, clear, and essential information. The chapters are short and will deliver new information gradually so that you are not overwhelmed by too many notions all together. The examples and stepbystep guide in each chapter allow you not to make mistakes but above all not to cause confusion. You no longer have to waste time and money trying to learn Python from expensive online courses or from incredibly long textbooks that leave you just more confused and frustrated. Learn one of the most indemand programming languages of today and start an exciting career in data science, web development, or another field of your choice. Learn Python Python is easy to read because the code looks a lot like regular English, but dont let this simplicity deceive you. Its one of the most powerful and versatile programming languages out there In fact, it powers many of your favorite websites and services, including Instagram, Spotify, and even Google Python Workbook Learn How to Quickly and Effectively Program with Exercises, Projects, and Solutions takes you on a practical journey through the amazing features of Python. Unlike books that focus on theoretical concepts only, this book will explain to you how Python is actually used and encourage you to get creative. Heres what youll find in this book Practical programming exercises that will help you apply programming concepts to reallife situations Debugging exercises that will teach you to notice errors in Python code quickly Fun projects that will really test your knowledge and motivate you to practice even more Valuable tips for mastering Python quickly An answer key to check if you were right Learning the basics of any programming language may seem a bit boring at first, but once youve written your first program that really does something, even if its just printing text on the screen. Your excitement and motivation will become unstoppable, and youll yearn for more and more programming challenges that will hone your skills This book is a perfect companion for any beginning Python programmer. If youve tried learning Python before but got discouraged by too much theory, this audiobook is guaranteed to rekindle your interest in Python programming If youre ready to learn the basics of python programming in seven days, starting today, get the audiobook. Read more"
